,chords,genres,artist_name,length,song_length
20,"['A7', 'Asus4', 'D7', 'Dsus4', 'Amin7', 'A7', 'Bmin', 'E7', 'E9', 'A9']",Jazz,Nan,10,10
21,"['Csus4', 'Cmaj', 'Csus4', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'D#maj', 'Esus4', 'Emaj', 'Esus4', 'Emaj', 'Amaj', 'Emaj', 'Amaj', 'G#maj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Esus4', 'Asus4', 'Fsus4', 'A#sus4', 'Dsus4', 'Dmaj', 'Dsus4', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Fmaj', 'F#sus4', 'F#maj', 'F#sus4', 'F#maj', 'Bmaj', 'F#maj', 'Bmaj', 'A#maj', 'Amaj', 'Emaj', 'Amaj', 'Emaj', 'F#sus4', 'Bsus4', 'Gsus4', 'Csus4', 'Asus4', 'Dsus4', 'A#sus4', 'D#sus4', 'Csus4', 'Cmaj', 'Csus4', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'D#maj', 'Esus4', 'Emaj', 'Esus4', 'Emaj', 'Amaj', 'Emaj', 'Amaj', 'G#maj', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj', 'Esus4', 'Asus4', 'Fsus4', 'A#sus4', 'Dsus4', 'Dmaj', 'Dsus4', 'Dmaj', 'Gmaj', 'Dmaj', 'Gmaj', 'Fmaj', 'F#sus4', 'F#maj', 'F#sus4', 'F#maj', 'Bmaj', 'F#maj', 'Bmaj', 'A#maj', 'Amaj', 'Emaj', 'Amaj', 'Emaj', 'F#sus4', 'Bsus4', 'Gsus4', 'Csus4', 'Asus4', 'Dsus4', 'A#sus4', 'D#sus4', 'Csus4', 'Fmaj', 'Esus4', 'Amaj', 'Gmaj', 'Esus4', 'Fsus4', 'Dsus4', 'Gmaj', 'F#sus4', 'Bmaj', 'Amaj', 'F#sus4', 'Gsus4', 'Asus4', 'A#sus4']",Jazz,Nan,120,120
22,"['Fmaj', 'F7', 'A#maj', 'A#7', 'Fmaj', 'F7', 'A#maj', 'F7', 'A#maj', 'A#7', 'Fmaj', 'A#maj', 'A#7', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'F7', 'A#maj', 'A#7', 'Fmaj', 'F7', 'A#maj', 'F7', 'A#maj', 'A#7', 'Fmaj', 'A#maj', 'A#7', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'F7', 'A#maj', 'A#7', 'Fmaj', 'F7', 'A#maj', 'F7', 'A#maj', 'A#7', 'Fmaj', 'A#maj', 'A#7', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj']",Jazz,Nan,52,52
23,"['Ghdim', 'F7', 'Fmin7', 'D#min7', 'Dhdim', 'G7', 'Cmin', 'C#7', 'Dmin7', 'G7', 'Cmin']",Jazz,Nan,11,11
24,"['G7', 'Cmaj', 'G7', 'D7', 'G7', 'Cmaj', 'G7', 'D7', 'G7', 'Cmaj', 'G7', 'D7', 'G7', 'Cmaj', 'C7', 'Fmaj', 'Fmin', 'Cmaj', 'G7', 'Cmaj', 'C7', 'Fmaj', 'C7', 'Fmaj', 'F7', 'A#maj', 'Fmaj', 'C7', 'Fmaj', 'Dmin', 'G7', 'C7', 'Fmaj', 'C7', 'Fmaj', 'F7', 'A#maj', 'Fmaj', 'F7', 'A#maj', 'Bdim', 'Fmaj', 'D7', 'G7', 'C7', 'Fmaj', 'G7', 'C7', 'Fmaj']",Jazz,Nan,49,49
25,"['Dmin7', 'G7', 'Ehdim', 'A7', 'Dmin7', 'G7', 'C#dim', 'Gdim', 'Dmin7', 'Aaug', 'Dmin7', 'G7', 'Cmaj6', 'Gaug', 'Ehdim', 'A7', 'Dmin9', 'Gmaj', 'F#hdim', 'Fmin9', 'A#maj', 'Amin7', 'G#min9', 'C#maj', 'Cmaj', 'C#dim', 'Dmin7', 'G7', 'Ehdim', 'A7', 'Dmin7', 'G7', 'C#dim', 'Gdim', 'Dmin7', 'Aaug', 'Dmin7', 'G7', 'Cmaj6', 'Gaug', 'Ehdim', 'A7', 'Dmin9', 'Gmaj', 'F#hdim', 'Fmin9', 'A#maj', 'D#maj7', 'Cmin7', 'Fmin', 'A#9', 'Dmin', 'Gmaj', 'Dmin7', 'G7', 'Ehdim', 'A7', 'Dmin7', 'G7', 'C#dim', 'Gdim', 'Dmin7', 'Aaug', 'Dmin7', 'G7', 'Cmaj6', 'Gaug', 'Ehdim', 'A7', 'Dmin9', 'Gmaj', 'F#hdim', 'Fmin9', 'A#maj', 'E7', 'A7', 'Dmin7', 'G7', 'Ehdim', 'A7', 'Dmin7', 'G7', 'Ehdim', 'A7', 'Dmin7', 'G7', 'Cmaj']",Jazz,Nan,87,87
26,"['Fmaj7', 'Bhdim', 'E7', 'Amin7', 'Fmaj7', 'Dmin7', 'G7', 'Cmaj7', 'Bhdim', 'E7', 'Amin7', 'Gmin7', 'Chdim', 'F7', 'Gmin7', 'C7', 'Fmaj7', 'Bhdim', 'E7', 'Amin7', 'Fmaj7', 'Dmin7', 'G7', 'Cmaj7', 'C7', 'Fmaj7', 'Bhdim', 'Emin7', 'Fmaj7', 'Emin7', 'Amin7', 'Dmin7', 'G7', 'Cmaj7']",Jazz,Nan,34,34
27,"['Cmaj', 'Amin', 'Dmin7', 'G7', 'Cmaj', 'Gmaj', 'Dmin', 'Gmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Amin', 'Emin', 'Fmaj', 'Cmaj', 'Gmaj', 'Dmin', 'Gmaj', 'Cmaj']",Jazz,Nan,19,19
28,"['Cmaj', 'F#dim', 'Dmin7', 'G7', 'Cmaj', 'Dmin7', 'G7', 'Cmaj', 'A7', 'Dmin7', 'G7', 'Cmaj', 'Amin', 'Dmin7', 'G7', 'Cmaj', 'F#dim', 'Dmin', 'Fmin', 'Cmaj', 'D7', 'Dmin7', 'G7', 'Cmaj', 'A7', 'Dmin', 'Fmin', 'Cmaj', 'D7', 'G7', 'Cmaj', 'C7', 'Fmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'Amin', 'E7', 'Amin', 'Cmaj', 'Fmaj', 'Gmaj', 'Cmaj', 'G7', 'Cmaj', 'Bdim', 'A7', 'D7', 'Dmin', 'Gaug', 'Cmaj', 'A7', 'Dmin7', 'G7', 'Cmaj', 'Dmin7', 'G7', 'Cmaj', 'A7', 'Dmin', 'Fmaj', 'Cmaj', 'D7', 'G7', 'Cmaj']",Jazz,Nan,66,66
29,"['Cmaj', 'A7', 'D7', 'G7', 'Cmaj', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmaj', 'G7', 'Cmaj', 'C9', 'Fmaj6', 'D9', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmaj', 'G7', 'Cmaj']",Jazz,Nan,24,24
30,"['Cmin', 'Fmin', 'Cmin']",Jazz,Nan,3,3
31,"['Cmaj7', 'A#7', 'A7', 'Dmin7', 'F#min7', 'B7', 'E7', 'A7', 'D7', 'G7', 'C7', 'Fmaj7', 'F#min7', 'B7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj7', 'A#7', 'A7', 'Dmin7', 'F#min7', 'B7', 'E7', 'A7', 'D7', 'G7', 'C7', 'F7', 'F#dim', 'Cmaj6', 'A7', 'Dmin7', 'G7', 'Cmaj7', 'A#7', 'A7', 'Dmin7', 'F#min7', 'B7', 'E7', 'A7', 'D7', 'G7', 'C7', 'Fmaj7', 'F#min7', 'B7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj7', 'A#7', 'A7', 'Dmin7', 'F#min7', 'B7', 'E7', 'A7', 'D7', 'G7', 'C7', 'F7', 'F#dim', 'Cmaj6', 'A7', 'Dmin7', 'G7', 'Cmaj7', 'A#7', 'A7', 'Dmin7', 'F#min7', 'B7', 'E7', 'A7', 'D7', 'G7', 'C7', 'Fmaj7', 'F#min7', 'B7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj7', 'A#7', 'A7', 'Dmin7', 'F#min7', 'B7', 'E7', 'A7', 'D7', 'G7', 'C7', 'F7', 'F#dim', 'Cmaj6', 'A7', 'Dmin7', 'G7']",Jazz,Nan,105,105
32,"['Cmaj6', 'Amin7', 'Dmin7', 'G7', 'Cmaj6', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj6', 'Amin', 'Cmaj7', 'Amin7', 'D7', 'Fmin', 'Dmin7', 'Cmaj6', 'Dmin7', 'Cmaj6', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj6', 'Amin', 'Cmaj7', 'Amin7', 'D7', 'Fmin', 'Dmin7', 'Cmaj6', 'Fmaj6', 'Cmaj6', 'Fmin', 'A#7', 'D#maj', 'G7', 'Cmaj6', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj6', 'Amin', 'Cmaj7', 'Amin7', 'D7', 'Fmin', 'Dmin7', 'Cmaj6', 'Fmaj6', 'Dmin7', 'Cmaj6']",Jazz,Nan,53,53
33,"['Cmaj7', 'A#maj7', 'Cmaj7', 'A#maj7', 'Cmaj7', 'A#maj7', 'F#min7', 'B7', 'Emaj7', 'D7', 'Emaj7', 'D7', 'C#maj7', 'B7', 'C#maj7', 'Dmin7', 'G7', 'Cmaj7', 'A#maj7', 'Cmaj7', 'A#maj7', 'Cmaj7', 'A#maj7', 'F#min7', 'B7', 'Emaj7', 'D7', 'Emaj7', 'D7', 'C#maj7', 'B7', 'C#maj7', 'Dmin7', 'G7']",Jazz,Nan,34,34
34,"['Bmaj', 'B7', 'Emaj', 'Bmaj', 'F#maj', 'Emaj', 'Bmaj']",Jazz,Nan,7,7
35,"['D#maj', 'D#7', 'Cmaj', 'C#maj', 'A#7', 'D#maj', 'D#7', 'Cmaj', 'C#maj', 'A#7', 'D#maj', 'D#9', 'Fmin', 'A#min', 'Gmaj', 'Cmin', 'A#min6', 'D#maj', 'G#maj', 'D#maj', 'D#7', 'Cmaj', 'C#maj', 'A#7', 'D#maj', 'D#7', 'Cmaj', 'C#maj', 'A#7', 'Cmin']",Jazz,Nan,30,30
36,"['Cmaj', 'D#min6', 'C#min', 'G7', 'Amin6', 'G7', 'Cmaj', 'D#min6', 'C#min', 'G7', 'Amin6', 'G7', 'C7', 'Gmin7', 'C7', 'Fmaj', 'Fdim', 'Dmin', 'C#min', 'A7', 'G#7', 'G7', 'Cmaj', 'D#min6', 'Ddim', 'G7', 'Dmin', 'Fmin6', 'G7', 'Cmaj', 'D#min6', 'C#min', 'G7', 'Amin6', 'G7', 'Cmaj', 'D#min6', 'C#min', 'G7', 'Amin6', 'G7', 'C7', 'Gmin7', 'C7', 'Fmaj', 'Fdim', 'Dmin', 'C#min', 'A7', 'G#7', 'G7', 'Cmaj', 'D#min6', 'Ddim', 'G7', 'Dmin', 'Fmin6', 'G7', 'Cmaj', 'D#min6', 'C#min', 'G7', 'Amin6', 'G7', 'Cmaj', 'D#min6', 'C#min', 'G7', 'Amin6', 'G7', 'C7', 'Gmin7', 'C7', 'Fmaj', 'Fdim', 'Dmin', 'C#min', 'A7', 'G#7', 'G7', 'Cmaj', 'D#min6', 'Ddim', 'G7', 'Dmin', 'Fmin6', 'G7', 'Cmaj']",Jazz,Nan,88,88
37,"['Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Emin', 'Amin', 'Dmin', 'Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Emin', 'Amin', 'Dmin', 'Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Emin', 'Amin', 'Dmin', 'Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Emin', 'Amin', 'Dmin', 'Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj', 'Emin', 'Dmin', 'G7', 'Cmaj', 'Emin', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Gmaj', 'D7', 'G7', 'Dmin', 'Cmaj', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Emin', 'Amin', 'Dmin', 'Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj', 'Emin', 'Dmin', 'G7', 'Cmaj', 'Emin', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Gmaj', 'D7', 'G7', 'Dmin', 'Cmaj', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj', 'Amin', 'Emin', 'Amin', 'Dmin', 'Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj']",Jazz,Nan,113,113
38,"['Cmaj6', 'G7', 'F#hdim', 'G7', 'C9', 'C7', 'Fmaj', 'F#dim', 'Cmaj', 'A7', 'D7', 'Gsus4', 'G9', 'Cmaj']",Jazz,Nan,14,14
39,"['Cmaj7', 'Cmin7', 'F7', 'Dmin7', 'Fmin7', 'A#7', 'Cmaj7', 'D#min7', 'G#7', 'Dmin7', 'Bhdim', 'E7', 'Cmaj7', 'D#min7', 'G#7', 'Dmin7', 'G7', 'Cmaj7', 'Cmin7', 'F7', 'Dmin7', 'Fmin7', 'A#7', 'Cmaj7', 'D#min7', 'G#7', 'Dmin7', 'Bhdim', 'E7', 'Emin7', 'D#min7', 'Dmin7', 'G7', 'Cmaj6', 'Dmin7', 'G7']",Jazz,Nan,36,36
40,"['G9', 'Gmin', 'C7', 'Fmaj', 'D7', 'Gmin7', 'Amin7', 'D7', 'Gmin7', 'C7', 'Fmaj', 'D7', 'G9', 'Gmin', 'C7', 'Fmaj', 'D7', 'Gmin7', 'Amin7', 'D7', 'Gmin7', 'C7', 'Fmaj', 'A#min7', 'D#7', 'G#maj', 'C#min7', 'F#7', 'Bmaj', 'Bmin7', 'E7', 'Amaj', 'A#dim', 'Bmin7', 'E7', 'Amin7', 'D7', 'G9', 'Gmin', 'C7', 'Fmaj', 'D7', 'Gmin7', 'Amin7', 'D7', 'Gmin7', 'C7', 'Fmaj']",Jazz,Nan,48,48
41,"['A#maj', 'Adim', 'Gmin', 'Csus4', 'Fmaj', 'Dmin', 'A#maj', 'Dmin', 'A#maj', 'F7', 'A#maj', 'F7', 'Fmaj', 'A#maj', 'A#7', 'D#maj', 'F7', 'A#maj', 'Gmin7', 'D#maj', 'F7', 'A#maj', 'F7', 'A#maj', 'F7', 'Fmaj', 'A#maj', 'A#7', 'D#maj', 'F7', 'A#maj', 'Gmin7', 'D#maj', 'F7', 'A#maj', 'A#maj6']",Jazz,Nan,36,36
42,"['Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Emin', 'Dmin', 'Gmaj', 'Amin', 'Emin', 'Fmaj', 'Amin', 'Cmaj', 'Gmaj', 'Cmaj']",Jazz,Nan,14,14
43,"['G7', 'Cmaj7', 'G7', 'Cmaj7', 'G7', 'Cmaj7', 'G7', 'Cmaj7', 'Fmaj7', 'A#maj', 'D#maj', 'Amin7', 'Dmin7', 'D#maj', 'G#maj', 'G7', 'Cmaj7', 'G7', 'Cmaj7', 'G7', 'Cmaj7', 'G7', 'Cmaj7', 'A#maj7', 'Gmin7', 'G#min7', 'Amin7', 'D7', 'G7', 'Cmaj7', 'G7', 'Cmaj7', 'Gmin7', 'Cmin7', 'F7', 'A#min7', 'D#7', 'Amin7', 'D7', 'D#min7', 'G#7', 'Gmin7', 'A#maj7', 'Gmin7', 'G#min7', 'Amin7', 'D7', 'Gmin7', 'Cmin7', 'F7', 'A#min7', 'D#7', 'Amin7', 'D7', 'D#min7', 'G#7', 'Gmin7', 'Cmin7', 'F7', 'A#maj7', 'Ahdim', 'D7', 'Gmin7', 'Ahdim', 'D7', 'Gmin7', 'Cmin7', 'F7', 'A#min7', 'D#7', 'Amin7', 'D7', 'D#min7', 'G#7', 'Gmin7', 'Cmin7', 'F9', 'A#maj7', 'Ahdim', 'D7', 'Gmin7', 'Ahdim', 'D7', 'Gmin7', 'Ahdim', 'D7', 'Gmin7', 'Cmin7', 'F7', 'A#min7', 'D#7', 'Amin7', 'D7', 'D#min7', 'G#7', 'Gmin7', 'Cmin7', 'F7', 'A#maj7', 'Ahdim', 'D7', 'Gmin7', 'Ahdim', 'D7', 'Gmin7', 'Cmin7', 'F7', 'A#min7', 'D#7', 'Amin7', 'D7', 'D#min7', 'G#7', 'Gmin7', 'Cmin7', 'F7', 'A#maj7', 'Ahdim', 'D7', 'Gmin7', 'Ahdim', 'D7', 'Gmin7', 'Cmin7', 'F7', 'A#min7', 'D#7', 'Amin7', 'D7', 'D#min7', 'G#7', 'Gmin7', 'Cmin7', 'F7', 'A#maj7', 'Ahdim', 'D7', 'Gmin7', 'Ahdim', 'D7', 'Gmin7', 'Cmin7', 'F7', 'A#min7', 'D#7', 'Amin7', 'D7', 'D#min7', 'G#7', 'Gmin7', 'A#maj7', 'Gmin7', 'G#min7', 'Amin7', 'D7', 'Gmin7', 'C7']",Jazz,Nan,157,157
44,"['Cmaj', 'Edim', 'G7', 'Cmaj', 'Edim', 'G7', 'Cmaj', 'D7', 'G7', 'Cmaj', 'Edim', 'G7', 'Cmaj', 'Gmaj', 'Amin', 'Gmaj', 'Gaug', 'Emin', 'Bdim', 'Amin', 'D7', 'Gmaj', 'G7', 'Cmaj', 'D7', 'G7', 'Cmaj', 'C7', 'Fmaj', 'F7', 'Cmaj', 'Edim', 'G7', 'Cmaj', 'Fmaj', 'Gmaj', 'Cmaj', 'D7', 'G7', 'Cmaj', 'C7', 'Fmaj', 'F7', 'Cmaj', 'Edim', 'G7', 'Cmaj', 'Fmaj', 'Gmaj']",Jazz,Nan,49,49
45,"['Cmaj', 'Dmin', 'G7', 'Cmaj', 'Dmin', 'G7', 'Cmaj', 'Dmin', 'G7', 'Cmaj', 'Fmaj', 'Amin', 'G7', 'Cmaj', 'Dmin', 'G7', 'Cmaj', 'Dmin', 'G7', 'Cmaj', 'Dmin', 'G7', 'Cmaj', 'Fmaj', 'Amin', 'G7']",Jazz,Nan,26,26
46,"['Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'C#dim', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj6', 'G7', 'Cmaj6', 'C9', 'Fmaj6', 'F#dim', 'Cmaj6', 'G7', 'Cmaj', 'G7', 'Cmaj', 'C#dim', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj', 'G7', 'Cmaj', 'C9', 'Fmaj6', 'F#dim', 'Cmaj', 'G7', 'Cmaj', 'D7', 'Cmaj', 'G7', 'Cmaj6']",Jazz,Nan,39,39
47,"['Amin7', 'D9', 'Amin7', 'D9', 'Amin7', 'D9', 'Amin7', 'D9', 'Amin7', 'D9', 'Amin7', 'D9', 'Amin7', 'D9', 'Gmaj', 'C7', 'F9', 'A#9', 'A7', 'D7', 'Gmaj', 'C7', 'F9', 'A#9', 'Amin7', 'D9', 'Amin7', 'D9', 'Amin7', 'D9', 'Amin7', 'D9', 'Gmaj', 'C7', 'F9', 'A#9', 'A7', 'D7', 'Gmaj', 'C7', 'F9', 'A#9', 'Amin7', 'D9', 'F7', 'F#7', 'F7', 'F#7', 'F7', 'F#7', 'F7', 'E7', 'D#7', 'D7', 'D#maj', 'D#7', 'D7', 'D#maj', 'D#7', 'A7', 'G#7', 'Gsus4', 'F#aug', 'F7', 'E7', 'Amin7', 'D9', 'Amin7', 'D9', 'Amin7', 'D9', 'Gmaj', 'C7', 'F9', 'A#9', 'A7', 'D7', 'Amin', 'Eaug', 'Amin7', 'D9', 'Gmaj', 'C7', 'F9', 'A#9', 'Amin7', 'D9', 'Amin7', 'D9', 'Amin7', 'D9', 'Amin7', 'D9', 'Amin7', 'D9', 'Amin']",Jazz,Nan,96,96
48,"['Cmaj', 'Fmaj', 'Cmaj', 'Dmin', 'Cmaj', 'Fmaj', 'G7', 'Cmaj', 'Dmin', 'Fmaj', 'Gmaj', 'Cmaj', 'Dmin', 'Fmaj', 'Gmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Gmaj', 'Cmaj', 'Dmin', 'Fmaj', 'Gmaj', 'Cmaj', 'Dmin', 'Fmaj', 'Gmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Dmin', 'G7', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'Dmin', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj']",Jazz,Nan,47,47
49,"['Cmaj7', 'D#min', 'Cmaj7', 'Emin', 'Dmin', 'Emin', 'Dmin', 'D#min', 'Dmin']",Jazz,Nan,9,9
50,"['Cmaj6', 'C#dim', 'Dmin7', 'Gmaj', 'Cmaj6', 'Amin7', 'Dmin7', 'Gmaj', 'Cmaj', 'E7', 'A7', 'D7', 'G7', 'Gaug', 'Cmaj', 'G7', 'Cmaj', 'E7', 'A7', 'D7', 'G7', 'Cmaj', 'E9', 'A7', 'D7', 'G7', 'Cmaj', 'E7', 'A7', 'D7', 'G7', 'Gaug', 'Cmaj', 'G7']",Jazz,Nan,34,34
51,"['Cmaj', 'Eaug', 'E7', 'Fmaj', 'Aaug', 'A7', 'Dmin', 'D7', 'G7', 'Dmin7', 'G7', 'G9', 'Cmaj', 'Eaug', 'E7', 'Fmaj', 'Aaug', 'Amaj', 'Dmin', 'D7', 'G7', 'Dmin7', 'G7', 'G9', 'G7', 'Cmaj', 'Dmin7', 'Cmaj', 'C7', 'Fmaj', 'Fmin', 'Cmaj', 'Cmin', 'Cmaj', 'G7', 'Emin', 'C7', 'Fmaj', 'Cmaj', 'E7', 'Amin', 'D7', 'G7', 'Cmaj', 'Eaug', 'E7', 'Fmaj', 'Aaug', 'A7', 'Dmin', 'D7', 'G7', 'Dmin7', 'G7', 'G9', 'G7', 'Cmaj', 'G#7', 'Dmin7', 'G9', 'Cmaj']",Jazz,Nan,61,61
52,"['Fmaj', 'Emaj', 'Amin7', 'Bmin7', 'E7', 'Amin7', 'C#dim', 'Dmin7', 'Amin7', 'Fmaj', 'Emaj', 'Amin7', 'Bmin7', 'E7', 'Amin7', 'C#dim', 'Dmin7', 'Amin7', 'Fmaj', 'Emaj', 'Amin7', 'Bmin7', 'E7', 'Amin7', 'Dmin7', 'Amin7', 'Fmaj', 'Emaj', 'Amin7', 'Bmin7', 'E7', 'Amin7', 'C#dim', 'Dmin7', 'Amin7', 'Fmaj', 'Emaj', 'Amin7']",Jazz,Nan,38,38
53,['Cmaj'],Jazz,Nan,1,1
54,"['Emin7', 'B7', 'Emin7', 'Gmin', 'A#maj7', 'Bhdim', 'E7', 'Amin', 'F#hdim', 'Fmin7', 'Cmin', 'B7']",Jazz,Nan,12,12
55,"['Amin7', 'C#maj7', 'Bhdim', 'E7', 'Amin7', 'C#maj7', 'Bhdim', 'E7', 'Cmin9', 'F7', 'A#maj7', 'G#min7', 'C#9', 'F#hdim', 'B7', 'Emaj7', 'E7', 'Amin7', 'C#maj7', 'Bhdim', 'E7', 'Amin7', 'C#maj7', 'Bhdim', 'E7', 'Cmin9', 'F7', 'A#maj7', 'G#min7', 'C#9', 'F#hdim', 'B7', 'Emin7']",Jazz,Nan,33,33
56,"['Cmaj7', 'A7', 'Dmin7', 'G7', 'Cmaj7', 'A7', 'Dmin7', 'G7', 'Cmaj7', 'A7', 'Dmin7', 'G7', 'Cmaj6', 'D#dim', 'Dmin7', 'Cmaj6', 'Cmaj7', 'A7', 'Dmin7', 'G7', 'Cmaj7', 'A7', 'Dmin7', 'G7', 'Cmaj7', 'A7', 'Dmin7', 'G7', 'Cmaj6', 'D#dim', 'Dmin7', 'Cmaj6', 'Caug', 'Fmaj6', 'Caug', 'Fmaj6', 'D7', 'Gmaj', 'G7', 'Cmaj7', 'A7', 'Dmin7', 'G7', 'Cmaj7', 'A7', 'Dmin7', 'G7', 'Cmaj7', 'A7', 'Dmin7', 'G7', 'Cmaj6', 'D#dim', 'Dmin7', 'Cmaj6']",Jazz,Nan,55,55
57,"['Cmaj', 'G7', 'Cmaj', 'C7', 'F9', 'D#9', 'C#9', 'Cmaj', 'G#9', 'G7', 'Cmaj', 'G7', 'Cmaj', 'C7', 'F9', 'D#9', 'C#9', 'Dmin7', 'G#9', 'G9', 'Cmaj', 'C7', 'F9', 'Fdim', 'F9', 'Fdim', 'F9', 'Cmaj', 'Dmin7', 'G7', 'C9', 'F9', 'G7', 'G#9', 'G9', 'Cmaj', 'A#9', 'G#7', 'Dmin7', 'Cmaj', 'G7', 'Cmaj', 'C7', 'F9', 'D#9', 'C#9', 'Dmin7', 'G#9', 'G9', 'Cmaj', 'G9', 'Cmaj', 'Fmaj', 'G7', 'Cmaj', 'Dmin7', 'G7']",Jazz,Nan,57,57
58,"['Cmaj', 'B7', 'E7', 'G#7', 'D7', 'G7', 'Cmaj']",Jazz,Nan,7,7
59,"['C7', 'A#6', 'C7', 'A#maj6', 'Cmaj7', 'Fmaj', 'Bmin7', 'E7', 'Amin7', 'D#maj6', 'D7', 'Dmin7', 'G7', 'A#6', 'Bmaj6', 'Cmaj6', 'Gmaj7', 'Amin7', 'Bmin7', 'Cmin7', 'F7', 'A#maj9', 'D#min9', 'G#7', 'C#maj7', 'Dmin7', 'G7', 'Cmaj7', 'Fmaj', 'Bmin7', 'E7', 'Amin7', 'D#maj6', 'D7', 'Dmin7', 'G7', 'A#6', 'Bmaj6', 'Cmaj6']",Jazz,Nan,39,39
60,"['Cmaj', 'C7', 'Fmaj', 'G7', 'Cmaj', 'Edim', 'G7', 'Cmaj', 'C7', 'Fmaj', 'G7', 'Cmaj', 'Dmin7', 'Cdim', 'Cmaj', 'F7', 'E7', 'A7', 'A#9', 'A9', 'D7', 'Dmin7', 'Gaug', 'Cmaj', 'C7', 'Fmaj', 'G7', 'Cmaj', 'Fmaj', 'G7', 'Cmaj']",Jazz,Nan,31,31
61,"['Cmaj', 'D#dim', 'G7', 'Dmin', 'G7', 'Cmaj', 'C7', 'Fmaj', 'D7', 'Gmaj', 'D7', 'Gmaj', 'D7', 'G7', 'Cmaj', 'D#dim', 'G7', 'Dmin', 'G7', 'Cmaj', 'C7', 'Fmaj', 'D7', 'G7', 'Cmaj', 'C7', 'Fmaj', 'Gmin7', 'C7', 'E7', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'G7', 'C7', 'Fmaj', 'Gmin7', 'C7', 'E7', 'Fmaj', 'A#maj', 'E7', 'Fmaj', 'C7', 'Fmaj', 'G7']",Jazz,Nan,47,47
62,"['Gsus4', 'Dmin7', 'Gmaj6', 'Fmin7', 'Gsus4', 'G7', 'Csus4', 'Gsus4', 'Amin9', 'Csus4', 'D#maj7', 'Dmin7', 'Csus4', 'Gsus4', 'Csus4', 'Gsus4', 'Dsus4', 'Csus4', 'Gsus4']",Jazz,Nan,19,19
